,사업장명,시도명,시군구명,위경도
312,롯데슈퍼 신곡점,경기도,의정부시,"[37.73746804898765, 127.05524511005346]"
313,롯데프리미엄아울렛 기흥점,경기도,용인시 기흥구,"[37.22224532888577, 127.11884221885309]"
314,애경자산관리(주)AK기흥,경기도,용인시 기흥구,"[37.27187629481062, 127.11673630597726]"
315,(주)이마트 죽전점,경기도,용인시 수지구,"[37.32262498133444, 127.1091378289038]"
316,롯데쇼핑(주)롯데슈퍼 오산점,경기도,오산시,"[37.14513190818648, 127.0690515664047]"
317,모다아울렛 B동 오산점,경기도,오산시,"[37.18937403778493, 127.04527978186441]"
318,홈플러스(주)오산점,경기도,오산시,"[37.167381019578144, 127.06099737316431]"
319,모다아울렛 A동 오산점,경기도,오산시,"[37.18937403778493, 127.04527978186441]"
320,(주)이마트 용인점,경기도,용인시 처인구,"[37.22864451999728, 127.18838053843932]"
321,죽전패션타운,경기도,용인시 수지구,"[37.32683236458494, 127.10757381161295]"
322,롯데마트 터미널점,충청남도,아산시,"[36.78197886369723, 127.01502480323789]"
323,진장CGV엔터플렉스,울산광역시,북구,"[35.5764056, 129.355257]"
324,노브랜드 강서가양점,서울특별시,강서구,"[37.56231279184825, 126.84578112783487]"
325,이마트에브리데이 마곡점,서울특별시,강서구,"[37.565357928150796, 126.82464745067158]"
326,롯데쇼핑㈜ 마켓999 양천향교역가맹점,서울특별시,강서구,"[37.56554314306594, 126.83958051815789]"
327,㈜이마트에브리데이 양천향교역점,서울특별시,강서구,"[37.56717311377216, 126.84244825458828]"
328,노브랜드 강서마곡점,서울특별시,강서구,"[37.559938314744464, 126.82282474068862]"
329,IFC부산 오슬로파크,부산광역시,남구,"[35.14549920053938, 129.0645695154881]"
330,큰고개종합시장,대구광역시,동구,"[35.88582328926967, 128.62556225995831]"
331,김포농협 농수축산물판매장,경기도,김포시,"[37.628965206616705, 126.71217148842105]"
332,금강아미움쇼핑센터,서울특별시,도봉구,"[37.65865675711976, 127.03735538118652]"
333,테스트,경상남도,함양군,"[35.518563018873984, 127.73008337753448]"
334,홈플러스 주식회사 동촌점,대구광역시,동구,"[35.88345324932273, 128.6547795224104]"
335,롯데쇼핑프라자 율하점,대구광역시,동구,"[35.8658302969532, 128.692515437044]"
336,(주)지에스리테일 GS수퍼 본리점,대구광역시,달서구,"[35.84020384603395, 128.54103893410735]"
337,(주)지에스리테일 GS수퍼 대구월곡점,대구광역시,달서구,"[35.810643823470315, 128.54518156685353]"
338,롯데백화점 상인점,대구광역시,달서구,"[35.8161870144436, 128.53854928900435]"
339,원대신시장,대구광역시,서구,"[35.882791064236685, 128.5739156672304]"
340,새길시장,대구광역시,서구,"[35.8617237, 128.559746]"
341,서부시장,대구광역시,서구,"[35.8835228, 128.558324]"
342,원대시장,대구광역시,서구,"[35.8831121, 128.578059]"
343,만평시장,대구광역시,서구,"[35.8884031, 128.562782]"
344,서구시장,대구광역시,서구,"[35.8739507, 128.555689]"
345,신평리시장,대구광역시,서구,"[35.86532759101251, 128.55985038356096]"
346,대평리시장,대구광역시,서구,"[35.8782227, 128.557733]"
347,밤고개시장,대구광역시,서구,"[35.85919019116278, 128.5628960330658]"
348,중리시장,대구광역시,서구,"[35.8702946, 128.547813]"
349,중평시장,대구광역시,서구,"[35.8653859, 128.553906]"
350,삼익상가,대구광역시,서구,"[35.8601262, 128.550183]"
351,이현시장,대구광역시,서구,"[35.8769628, 128.550633]"
352,광장코아,대구광역시,서구,"[35.85337308216781, 128.55070162213696]"
353,두류1번가,대구광역시,서구,"[35.856355699661165, 128.5594931214218]"
354,홈플러스(주),대구광역시,서구,"[35.85759290929168, 128.56298873922285]"
355,서문시장2지구종합상가,대구광역시,서구,"[35.863196058720405, 128.57059484655005]"
356,서문시장2지구종합상가,대구광역시,서구,"[35.863196058720405, 128.57059484655005]"
357,트레이더스 홀세일 클럽 비산점,대구광역시,서구,"[35.88714672661042, 128.55499992048527]"
358,코스트코 홀세일 대구점,대구광역시,동구,"[35.87444584151755, 128.72984154554848]"
359,롯데아울렛 이시아폴리스점,대구광역시,동구,"[35.918791199884765, 128.63627968252808]"
360,(주)이마트에브리데이 방촌동점,대구광역시,동구,"[35.87968391505789, 128.66417094214225]"
361,(주)현대백화점 현대시티아울렛 대구점,대구광역시,동구,"[35.86832258934058, 128.6254615678972]"
362,(주)신세계 동대구복합환승센터,대구광역시,동구,"[35.8777712, 128.62851]"
363,(주)이마트 반야월점,대구광역시,동구,"[35.86801917581363, 128.7265589862293]"
364,더블럭(The Block),대구광역시,동구,"[35.8688292596988, 128.72565316364964]"
365,제이에스인터내셔날,대구광역시,동구,"[35.8680697587671, 128.72565221029862]"
366,(주)이마트 월배점,대구광역시,달서구,"[35.81431591833161, 128.52301716830846]"
367,홈플러스(주)익스프레스 월성점,대구광역시,달서구,"[35.82473358569268, 128.5303718124448]"
368,홈플러스(주) 익스프레스 용산2점,대구광역시,달서구,"[35.85111775857348, 128.517631183794]"
369,홈플러스(주) 익스프레스 상인점,대구광역시,달서구,"[35.81790229713231, 128.54598690626585]"
370,홈플러스(주) 익스프레스 용산점,대구광역시,달서구,"[35.854387866589484, 128.52996036265623]"
371,홈플러스(주) 익스프레스 감삼점,대구광역시,달서구,"[35.842222780734694, 128.54340026393544]"
372,동대구,대구광역시,동구,"[35.8791022, 128.628715]"
373,두류종합시장,대구광역시,달서구,"[35.84272784004692, 128.5442868070986]"
374,서남시장,대구광역시,달서구,"[35.85160415915668, 128.54427397337344]"
375,본리시장,대구광역시,달서구,"[35.8418875, 128.538916]"
376,구마종합시장,대구광역시,달서구,"[35.838597918660696, 128.55381302670278]"
377,송현시장,대구광역시,달서구,"[35.8308255, 128.549824]"
378,월배시장,대구광역시,달서구,"[35.8140896, 128.527405]"
379,달서송림시장,대구광역시,달서구,"[35.8368716, 128.547075]"
380,송경종합시장,대구광역시,달서구,"[35.8368716, 128.547075]"
381,죽전시장,대구광역시,달서구,"[35.8510335, 128.534034]"
382,노브랜드 대구월배시장점,대구광역시,달서구,"[35.81119936988953, 128.52679808779564]"
383,송남시장,대구광역시,달서구,"[35.8290049, 128.555432]"
384,월성청구시장,대구광역시,달서구,"[35.8269486, 128.530273]"
385,상인영남화성시장,대구광역시,달서구,"[35.814607540610666, 128.5423382559001]"
386,보성은하상가시장,대구광역시,달서구,"[35.819781063941896, 128.53468374540012]"
387,성서보성화성상가시장,대구광역시,달서구,"[35.85341381375159, 128.5022964737934]"
388,(주)이마트 성서점,대구광역시,달서구,"[35.85091779619454, 128.5092914600248]"
389,모다아울렛(MODAoutlet),대구광역시,달서구,"[35.83306663491426, 128.49056832468568]"
390,홈플러스(주) 성서점,대구광역시,달서구,"[35.84670067323052, 128.52661242774656]"
391,홈플러스(주)  상인점,대구광역시,달서구,"[35.815398026732524, 128.5325622584409]"
392,홈플러스(주) 익스프레스 도원점,대구광역시,달서구,"[35.80367338115768, 128.53453662628613]"
393,롯데쇼핑(주)롯데슈퍼 월성점,대구광역시,달서구,"[35.828783771615555, 128.53329576564894]"
394,신천시장,대구광역시,수성구,"[35.8577376, 128.631278]"
395,수성시장,대구광역시,수성구,"[35.852413986224015, 128.61591423224826]"
396,동성시장,대구광역시,수성구,"[35.8553741, 128.615444]"
397,로타리시장,대구광역시,수성구,"[35.8627599, 128.62507]"
398,만촌시장,대구광역시,수성구,"[35.8622889, 128.649725]"
399,태백시장,대구광역시,수성구,"[35.8552033, 128.616758]"
400,청구시장,대구광역시,수성구,"[35.8647993, 128.644076]"
401,황금시장,대구광역시,수성구,"[35.8647993, 128.644076]"
402,황금시장,대구광역시,수성구,"[35.84568089782003, 128.6191898432937]"
403,새범어종합시장,대구광역시,수성구,"[35.8662906, 128.635161]"
404,수성현대시장,대구광역시,수성구,"[35.8494808, 128.609392]"
405,대공원시장,대구광역시,수성구,"[35.8494808, 128.609392]"
406,만촌종합시장,대구광역시,수성구,"[35.85230155501766, 128.65069687618185]"
407,(주)이마트 만촌점,대구광역시,수성구,"[35.868525512573044, 128.63599327564694]"
408,선스포츠프라자,대구광역시,수성구,"[35.8491258, 128.652175]"
409,메가플러스,대구광역시,수성구,"[35.8242279, 128.62569]"
410,두원시장,대구광역시,수성구,"[35.83314612541529, 128.6245203862705]"
411,지산목련시장,대구광역시,수성구,"[35.8182276327758, 128.63122533050264]"
412,롯데 프리미엄 푸드마켓 황금점,대구광역시,수성구,"[35.838967770462844, 128.63301880920085]"
413,롯데쇼핑(주)롯데슈퍼 수성점,대구광역시,수성구,"[35.84313159144035, 128.61139710746676]"
414,동아백화점 수성점,대구광역시,수성구,"[35.81847637260431, 128.6397952121234]"
415,수성하이츠 쇼핑몰,대구광역시,수성구,"[35.85815220184351, 128.61259575047958]"
416,칼라스퀘어,대구광역시,수성구,"[35.82697961259567, 128.68578668847908]"
417,홈플러스 대구 수성점,대구광역시,수성구,"[35.836029242968955, 128.62235681283536]"
418,신동아아파트상가,대전광역시,대덕구,"[36.3608514, 127.412394]"
419,법동영진로얄시장,대전광역시,대덕구,"[36.37246515815418, 127.42574248541365]"
420,현대아파트상가,대전광역시,대덕구,"[36.375836888088145, 127.42454508635221]"
421,법동보람상가,대전광역시,대덕구,"[36.3690253, 127.430243]"
422,동부종합상가,대전광역시,대덕구,"[36.364582, 127.442765]"
423,대덕종합시장,대전광역시,대덕구,"[36.3454237, 127.414908]"
424,법동그린복합상가,대전광역시,대덕구,"[36.3659233, 127.435797]"
425,법동삼익소월상가,대전광역시,대덕구,"[36.36634319777298, 127.43369448443747]"
426,법동영구임대시장,대전광역시,대덕구,"[36.3683588300733, 127.4306289973861]"
427,대전산업용재유통단지,대전광역시,대덕구,"[36.363219792484294, 127.40134194519612]"
428,(주)이마트에브리데이 법동점,대전광역시,대덕구,"[36.36629071074063, 127.43027909764422]"
429,(주)이마트에브리데이 신탄진점,대전광역시,대덕구,"[36.44996206072502, 127.43432813343142]"
430,(주)지에스리테일 신탄진점,대전광역시,대덕구,"[36.44169427395422, 127.42605130975134]"
431,홈플러스 주식회사 익스프레스 송촌점,대전광역시,대덕구,"[36.3632896397459, 127.43861960680364]"
432,한빛프라자,대전광역시,유성구,"[36.36200114515462, 127.3547954707983]"
433,엑스포코아,대전광역시,유성구,"[36.397222494910906, 127.40494724089127]"
434,롯데쇼핑(주) 롯데마트 서대전점,대전광역시,유성구,"[36.298956292813244, 127.32244274192382]"
435,홈플러스(주)유성점,대전광역시,유성구,"[36.355705781907, 127.35353092218324]"
436,롯데쇼핑(주)롯데마트 대덕테크노밸리점,대전광역시,유성구,"[36.42407187386986, 127.38600690758578]"
437,홈플러스(주)서대전점,대전광역시,유성구,"[36.31100304199572, 127.31817997941135]"
438,롯데쇼핑(주)롯데마트 노은점,대전광역시,유성구,"[36.38143911999407, 127.32087731035016]"
439,(주)모다이노칩 대전점,대전광역시,유성구,"[36.309892436698384, 127.31817347018452]"
440,(주)지에스리테일 대전송강점,대전광역시,유성구,"[36.431236860795885, 127.38643234670641]"
441,홈플러스(주) 광안점,부산광역시,수영구,"[35.1589865028699, 129.11273037287407]"
442,(주)서원유통 탑마트 연제점,부산광역시,연제구,"[35.189694622889334, 129.07996155150823]"
443,롯데쇼핑(주)롯데슈퍼 연산점,부산광역시,연제구,"[35.17908994725187, 129.10585782605907]"
444,한양프라자 부산점,부산광역시,연제구,"[35.195319506742884, 129.07884760180127]"
445,트레이더스 홀세일 클럽 연산점,부산광역시,연제구,"[35.18235493791428, 129.1111417086236]"
446,거제시장,부산광역시,연제구,"[35.17912721993305, 129.07195088796314]"
447,연미새시장,부산광역시,연제구,"[35.17164923360208, 129.09370154191524]"
448,연동시장,부산광역시,연제구,"[35.186103504364354, 129.0916800366873]"
449,연일시장,부산광역시,연제구,"[35.18266422469457, 129.08400659500424]"
450,연산로타리종합시장,부산광역시,연제구,"[35.1817648288462, 129.08093715326777]"
451,영남종합시장,부산광역시,연제구,"[35.17770162814774, 129.0768983297478]"
452,(주)이마트 연제점,부산광역시,연제구,"[35.17335025424428, 129.08044251186027]"
453,연산시장,부산광역시,연제구,"[35.17300444608261, 129.08475289581207]"
454,거성시장,부산광역시,연제구,"[35.186968415381536, 129.0672949433341]"
455,홈플러스 주식회사 아시아드점,부산광역시,연제구,"[35.18812674291155, 129.06055206491948]"
456,연천시장,부산광역시,연제구,"[35.18668342023174, 129.09716959300454]"
457,홈플러스 부산 연산점,부산광역시,연제구,"[35.18823635295564, 129.0883791133405]"
458,홈플러스(주) 익스프레스 부산연제점,부산광역시,연제구,"[35.1713784141088, 129.0922881582346]"
459,한양프라자 부산점,부산광역시,연제구,"[35.193756667769584, 129.0798610717608]"
460,홈플러스(주) 익스프레스 토곡점,부산광역시,연제구,"[35.18529760407856, 129.10153342114273]"
461,(주)서원유통 탑마트 통영점,경상남도,통영시,"[34.829282626511336, 128.41313488321396]"
462,한국그랜드쇼핑,경상남도,김해시,"[35.2318528, 128.858893]"
463,사단법인김해시장번영회,경상남도,김해시,"[35.241729, 128.887481]"
464,김해어방동성상가,경상남도,김해시,"[35.24352860534381, 128.90984657280737]"
465,한덕한신타워아파트상가,경상남도,창원시,"[35.2123937, 128.674947]"
466,한일아파트종합상가,경상남도,김해시,"[35.2496409, 128.912206]"
467,화인상가,경상남도,김해시,"[35.24898789594551, 128.90985709448114]"
468,대우유토피아상가,경상남도,김해시,"[35.24049922569343, 128.90046994458024]"
469,광남백조아파트상가,경상남도,김해시,"[35.2450391, 128.873375]"
